#ell D_ell[µK²] error
6.180000000000000000e+02 9.276251356683847395e-05 9.376251356683849148e-06
6.190000000000000000e+02 9.379721977852985802e-05 9.479721977852987217e-06
6.200000000000000000e+02 8.719263783735586404e-05 8.819263783735587140e-06
6.210000000000000000e+02 8.749359897322046646e-05 8.849359897322047044e-06
6.220000000000000000e+02 8.572938360028897645e-05 8.672938360028898042e-06
6.230000000000000000e+02 8.512872772120460120e-05 8.612872772120460857e-06
6.240000000000000000e+02 8.436870535429578022e-05 8.536870535429579436e-06
6.250000000000000000e+02 8.406328162900391547e-05 8.506328162900392284e-06
6.260000000000000000e+02 8.622612704106948837e-05 8.722612704106950252e-06
6.270000000000000000e+02 9.129794118367529749e-05 9.229794118367531163e-06
6.280000000000000000e+02 8.181282086083394489e-05 8.281282086083394887e-06
6.290000000000000000e+02 8.303894198854748130e-05 8.403894198854749883e-06
6.300000000000000000e+02 8.657268517387401504e-05 8.757268517387403257e-06
6.310000000000000000e+02 8.175305141907471512e-05 8.275305141907472248e-06
6.320000000000000000e+02 7.799063211595165393e-05 7.899063211595166808e-06
6.330000000000000000e+02 7.953075288326395787e-05 8.053075288326397540e-06
6.340000000000000000e+02 7.561715466888740283e-05 7.661715466888740681e-06
6.350000000000000000e+02 8.387703974868987770e-05 8.487703974868989184e-06
6.360000000000000000e+02 7.490965592433312893e-05 7.590965592433312783e-06
6.370000000000000000e+02 8.154272643724900431e-05 8.254272643724900829e-06
6.380000000000000000e+02 6.980042472094903259e-05 7.080042472094903148e-06
6.390000000000000000e+02 7.888869191953308351e-05 7.988869191953309765e-06
6.400000000000000000e+02 6.732193005074246285e-05 6.832193005074246174e-06
6.410000000000000000e+02 7.387212063086234142e-05 7.487212063086234201e-06
6.420000000000000000e+02 6.798563343127816722e-05 6.898563343127817289e-06
6.430000000000000000e+02 7.245517418063791360e-05 7.345517418063791419e-06
6.440000000000000000e+02 6.526049822053533881e-05 6.626049822053534448e-06
6.450000000000000000e+02 6.534745444481766992e-05 6.634745444481767220e-06
6.460000000000000000e+02 6.747407974265385731e-05 6.847407974265385790e-06
6.470000000000000000e+02 6.298984320962930643e-05 6.398984320962930702e-06
6.480000000000000000e+02 6.659366972300116835e-05 6.759366972300117402e-06
6.490000000000000000e+02 6.579793901405754414e-05 6.679793901405754812e-06
6.500000000000000000e+02 6.416395098701565939e-05 6.516395098701565829e-06
6.510000000000000000e+02 6.436510967919760668e-05 6.536510967919760558e-06
6.520000000000000000e+02 5.777811392491809825e-05 5.877811392491809884e-06
6.530000000000000000e+02 6.502281869417384386e-05 6.602281869417384445e-06
6.540000000000000000e+02 5.992589555259054707e-05 6.092589555259055105e-06
6.550000000000000000e+02 6.205793210821879461e-05 6.305793210821879858e-06
6.560000000000000000e+02 5.690588907999748121e-05 5.790588907999748519e-06
6.570000000000000000e+02 5.894124456990007511e-05 5.994124456990007570e-06
6.580000000000000000e+02 6.430531878724745601e-05 6.530531878724746168e-06
6.590000000000000000e+02 5.813091637530049173e-05 5.913091637530049740e-06
6.600000000000000000e+02 5.974747463056607360e-05 6.074747463056607588e-06
6.610000000000000000e+02 5.807780339326944517e-05 5.907780339326944915e-06
6.620000000000000000e+02 5.696178844949081470e-05 5.796178844949081360e-06
6.630000000000000000e+02 5.837579157859867858e-05 5.937579157859868256e-06
6.640000000000000000e+02 5.834764973641140410e-05 5.934764973641140638e-06
6.650000000000000000e+02 5.825270157747746628e-05 5.925270157747747026e-06
6.660000000000000000e+02 5.789152737900228352e-05 5.889152737900228581e-06
6.670000000000000000e+02 5.604118678045333504e-05 5.704118678045333563e-06
6.680000000000000000e+02 5.431854117087727302e-05 5.531854117087727869e-06
6.690000000000000000e+02 5.695959060377429569e-05 5.795959060377429628e-06
6.700000000000000000e+02 5.776949290778659669e-05 5.876949290778659897e-06
6.710000000000000000e+02 5.729431729265415009e-05 5.829431729265415068e-06
6.720000000000000000e+02 5.690071545918460065e-05 5.790071545918460124e-06
6.730000000000000000e+02 5.476803902426529992e-05 5.576803902426529881e-06
6.740000000000000000e+02 5.450414474689102611e-05 5.550414474689102839e-06
6.750000000000000000e+02 5.481244407352924719e-05 5.581244407352924608e-06
6.760000000000000000e+02 5.322729316255660550e-05 5.422729316255660609e-06
6.770000000000000000e+02 5.156888874018340086e-05 5.256888874018340483e-06
6.780000000000000000e+02 5.187543211328377431e-05 5.287543211328377659e-06
6.790000000000000000e+02 5.521233420356606576e-05 5.621233420356606974e-06
6.800000000000000000e+02 4.909659874353568688e-05 5.009659874353568916e-06
6.810000000000000000e+02 5.116626583223073067e-05 5.216626583223073465e-06
6.820000000000000000e+02 5.464987499754518158e-05 5.564987499754518048e-06
6.830000000000000000e+02 5.358809284165838859e-05 5.458809284165839256e-06
6.840000000000000000e+02 5.420343222600351935e-05 5.520343222600352164e-06
6.850000000000000000e+02 5.067827940663935724e-05 5.167827940663935783e-06
6.860000000000000000e+02 5.470347673113548566e-05 5.570347673113548456e-06
6.870000000000000000e+02 4.715775658543883988e-05 4.815775658543884216e-06
6.880000000000000000e+02 4.920310180889439364e-05 5.020310180889439762e-06
6.890000000000000000e+02 5.078015815173144847e-05 5.178015815173145075e-06
6.900000000000000000e+02 4.917453562855774997e-05 5.017453562855774886e-06
6.910000000000000000e+02 4.957894572881344349e-05 5.057894572881344238e-06
6.920000000000000000e+02 5.122506744968054372e-05 5.222506744968054770e-06
6.930000000000000000e+02 5.167924603089073319e-05 5.267924603089073548e-06
6.940000000000000000e+02 4.764700494764315206e-05 4.864700494764315604e-06
6.950000000000000000e+02 4.735503939771928202e-05 4.835503939771928769e-06
6.960000000000000000e+02 5.273854938937688253e-05 5.373854938937688482e-06
6.970000000000000000e+02 5.359595489871325373e-05 5.459595489871325263e-06
6.980000000000000000e+02 5.303810677810257766e-05 5.403810677810257656e-06
6.990000000000000000e+02 5.392264872616165300e-05 5.492264872616165189e-06
7.000000000000000000e+02 5.437582350648374887e-05 5.537582350648374777e-06
7.010000000000000000e+02 4.923409809335958993e-05 5.023409809335959052e-06
7.020000000000000000e+02 5.316700486118874344e-05 5.416700486118874742e-06
7.030000000000000000e+02 4.950295088411900424e-05 5.050295088411900821e-06
7.040000000000000000e+02 5.003020440543239316e-05 5.103020440543239206e-06
7.050000000000000000e+02 5.247636574275289372e-05 5.347636574275289261e-06
7.060000000000000000e+02 5.454775829638358912e-05 5.554775829638358802e-06
7.070000000000000000e+02 4.892217493292363935e-05 4.992217493292364502e-06
7.080000000000000000e+02 5.893372485018421496e-05 5.993372485018421386e-06
7.090000000000000000e+02 5.884085481693673690e-05 5.984085481693673579e-06
7.100000000000000000e+02 5.096102974322355196e-05 5.196102974322355424e-06
7.110000000000000000e+02 5.634857402802139495e-05 5.734857402802139554e-06
7.120000000000000000e+02 5.311527609812227919e-05 5.411527609812227808e-06
7.130000000000000000e+02 5.876192468536437267e-05 5.976192468536437665e-06
7.140000000000000000e+02 5.631812186475183585e-05 5.731812186475183644e-06
7.150000000000000000e+02 6.175294868930900983e-05 6.275294868930901380e-06
7.160000000000000000e+02 5.226270199781254321e-05 5.326270199781254210e-06
7.170000000000000000e+02 5.655777515332420605e-05 5.755777515332420495e-06
7.180000000000000000e+02 5.788057888942203609e-05 5.888057888942204007e-06
7.190000000000000000e+02 5.489206383100314818e-05 5.589206383100314708e-06
7.200000000000000000e+02 5.838065497319070096e-05 5.938065497319070155e-06
7.210000000000000000e+02 5.679837844633725021e-05 5.779837844633725249e-06
7.220000000000000000e+02 5.598320745313843763e-05 5.698320745313843822e-06
7.230000000000000000e+02 6.110443112610885585e-05 6.210443112610885644e-06
7.240000000000000000e+02 5.441423738795737262e-05 5.541423738795737829e-06
7.250000000000000000e+02 6.055463401475848277e-05 6.155463401475848167e-06
7.260000000000000000e+02 5.938064784694674695e-05 6.038064784694674584e-06
7.270000000000000000e+02 6.376013217336979613e-05 6.476013217336979672e-06
7.280000000000000000e+02 5.631292013138415684e-05 5.731292013138415574e-06
7.290000000000000000e+02 6.138022031720634451e-05 6.238022031720634679e-06
7.300000000000000000e+02 5.690848769848220307e-05 5.790848769848220366e-06
7.310000000000000000e+02 6.022299020441009238e-05 6.122299020441009466e-06
7.320000000000000000e+02 6.009791180508319613e-05 6.109791180508319842e-06
7.330000000000000000e+02 5.914400753064942513e-05 6.014400753064942911e-06
7.340000000000000000e+02 6.148226183659215402e-05 6.248226183659215631e-06
7.350000000000000000e+02 6.306168924849459402e-05 6.406168924849459800e-06
7.360000000000000000e+02 6.503826168733332523e-05 6.603826168733332582e-06
7.370000000000000000e+02 6.695494384455129917e-05 6.795494384455129807e-06
7.380000000000000000e+02 5.961056415770075978e-05 6.061056415770076038e-06
7.390000000000000000e+02 6.532510121076290377e-05 6.632510121076290775e-06
7.400000000000000000e+02 6.432085756155913909e-05 6.532085756155914306e-06
7.410000000000000000e+02 6.265786924396052240e-05 6.365786924396052807e-06
7.420000000000000000e+02 6.173011694820007306e-05 6.273011694820007704e-06
7.430000000000000000e+02 6.579537152549968528e-05 6.679537152549968587e-06
7.440000000000000000e+02 6.219973544974135486e-05 6.319973544974135545e-06
7.450000000000000000e+02 6.372776603136471891e-05 6.472776603136472289e-06
7.460000000000000000e+02 6.821207586183900386e-05 6.921207586183900276e-06
7.470000000000000000e+02 6.982586130232831725e-05 7.082586130232831614e-06
7.480000000000000000e+02 6.532470266019386443e-05 6.632470266019386841e-06
7.490000000000000000e+02 7.060131606623931298e-05 7.160131606623931187e-06
7.500000000000000000e+02 6.598993095028937239e-05 6.698993095028937807e-06
7.510000000000000000e+02 6.605568772576491689e-05 6.705568772576491917e-06
7.520000000000000000e+02 7.605439323617920193e-05 7.705439323617920252e-06
7.530000000000000000e+02 7.025780694426496365e-05 7.125780694426496424e-06
7.540000000000000000e+02 6.827821793467189499e-05 6.927821793467190066e-06
7.550000000000000000e+02 7.292355824302428221e-05 7.392355824302428449e-06
7.560000000000000000e+02 7.194069272843404213e-05 7.294069272843404780e-06
7.570000000000000000e+02 7.561136630418351025e-05 7.661136630418352439e-06
7.580000000000000000e+02 7.449300262837641850e-05 7.549300262837642079e-06
7.590000000000000000e+02 7.085983693190852229e-05 7.185983693190852119e-06
7.600000000000000000e+02 6.884439325439910382e-05 6.984439325439910610e-06
7.610000000000000000e+02 7.272001905062184699e-05 7.372001905062185266e-06
7.620000000000000000e+02 7.153740153112849939e-05 7.253740153112850167e-06
7.630000000000000000e+02 7.005213701543869427e-05 7.105213701543869486e-06
7.640000000000000000e+02 6.798185061616399745e-05 6.898185061616399635e-06
7.650000000000000000e+02 7.282018169984979779e-05 7.382018169984979838e-06
7.660000000000000000e+02 8.078510676566398401e-05 8.178510676566399815e-06
7.670000000000000000e+02 6.929393130577333288e-05 7.029393130577333686e-06
7.680000000000000000e+02 6.758868351031188453e-05 6.858868351031188343e-06
7.690000000000000000e+02 7.562654286197146420e-05 7.662654286197146818e-06
7.700000000000000000e+02 7.299033079378326576e-05 7.399033079378326465e-06
7.710000000000000000e+02 7.742340456356661452e-05 7.842340456356663205e-06
7.720000000000000000e+02 8.162931611018815628e-05 8.262931611018817381e-06
7.730000000000000000e+02 6.944329282736181100e-05 7.044329282736181498e-06
7.740000000000000000e+02 8.441407698787569151e-05 8.541407698787570227e-06
7.750000000000000000e+02 7.028140046648076401e-05 7.128140046648076969e-06
7.760000000000000000e+02 7.744707382151986631e-05 7.844707382151987706e-06
7.770000000000000000e+02 7.479148214947859558e-05 7.579148214947860125e-06
7.780000000000000000e+02 7.195136916983154807e-05 7.295136916983154866e-06
7.790000000000000000e+02 8.197512218014774046e-05 8.297512218014775460e-06
7.800000000000000000e+02 8.171149738202063823e-05 8.271149738202064898e-06
7.810000000000000000e+02 7.564328359066118843e-05 7.664328359066119919e-06
7.820000000000000000e+02 7.534582574432758801e-05 7.634582574432759538e-06
7.830000000000000000e+02 7.892728801531530389e-05 7.992728801531532142e-06
7.840000000000000000e+02 7.331876035713576602e-05 7.431876035713576492e-06
7.850000000000000000e+02 8.277043755771194150e-05 8.377043755771195564e-06
7.860000000000000000e+02 8.201181576664391736e-05 8.301181576664393489e-06
7.870000000000000000e+02 7.917779924544557401e-05 8.017779924544558476e-06
7.880000000000000000e+02 8.220795186545030542e-05 8.320795186545031956e-06
7.890000000000000000e+02 7.991230572237925981e-05 8.091230572237927395e-06
7.900000000000000000e+02 8.348197912265409824e-05 8.448197912265410900e-06
7.910000000000000000e+02 7.462992170143394597e-05 7.562992170143394656e-06
7.920000000000000000e+02 7.864145762672960984e-05 7.964145762672962059e-06
7.930000000000000000e+02 8.236246006679448408e-05 8.336246006679450161e-06
7.940000000000000000e+02 8.697144578710681829e-05 8.797144578710683243e-06
7.950000000000000000e+02 8.139750405029560901e-05 8.239750405029561299e-06
7.960000000000000000e+02 8.208367087068366510e-05 8.308367087068367924e-06
7.970000000000000000e+02 8.079492616660696161e-05 8.179492616660697236e-06
7.980000000000000000e+02 8.168678815870480839e-05 8.268678815870482253e-06
7.990000000000000000e+02 8.320022207632450943e-05 8.420022207632452019e-06
8.000000000000000000e+02 8.307788446321455900e-05 8.407788446321456637e-06
8.010000000000000000e+02 7.942922075115126026e-05 8.042922075115126423e-06
8.020000000000000000e+02 8.377335870791170747e-05 8.477335870791171145e-06
8.030000000000000000e+02 8.288826890532451769e-05 8.388826890532452506e-06
8.040000000000000000e+02 7.102059283691812747e-05 7.202059283691813145e-06
8.050000000000000000e+02 7.655455554317568384e-05 7.755455554317568781e-06
8.060000000000000000e+02 8.393653751125404331e-05 8.493653751125405067e-06
8.070000000000000000e+02 8.337878539221598481e-05 8.437878539221600234e-06
8.080000000000000000e+02 8.884188478848410904e-05 8.984188478848411302e-06
8.090000000000000000e+02 7.922985756090166777e-05 8.022985756090167175e-06
8.100000000000000000e+02 8.332821631994474407e-05 8.432821631994476161e-06
8.110000000000000000e+02 8.460880638175326870e-05 8.560880638175327268e-06
8.120000000000000000e+02 8.780570278865844932e-05 8.880570278865845669e-06
8.130000000000000000e+02 8.363285794873114411e-05 8.463285794873115486e-06
8.140000000000000000e+02 8.406010172147085108e-05 8.506010172147086861e-06
8.150000000000000000e+02 8.340260374814369539e-05 8.440260374814371292e-06
8.160000000000000000e+02 8.397922767084465060e-05 8.497922767084465796e-06
8.170000000000000000e+02 7.531617995180976905e-05 7.631617995180977980e-06
8.180000000000000000e+02 7.885173785444299865e-05 7.985173785444301279e-06
8.190000000000000000e+02 8.207371921886326969e-05 8.307371921886328044e-06
8.200000000000000000e+02 7.793812811714163609e-05 7.893812811714165362e-06
8.210000000000000000e+02 7.975783636460849913e-05 8.075783636460851327e-06
8.220000000000000000e+02 7.999472928185443583e-05 8.099472928185445336e-06
8.230000000000000000e+02 8.784553184073987456e-05 8.884553184073989209e-06
8.240000000000000000e+02 8.517182446084512306e-05 8.617182446084513042e-06
8.250000000000000000e+02 8.052439303239462452e-05 8.152439303239463866e-06
8.260000000000000000e+02 7.755703799108693681e-05 7.855703799108695434e-06
8.270000000000000000e+02 8.225216438594035043e-05 8.325216438594036119e-06
8.280000000000000000e+02 7.869541671498598179e-05 7.969541671498598916e-06
8.290000000000000000e+02 7.840058391654756867e-05 7.940058391654757265e-06
8.300000000000000000e+02 9.286486858524152965e-05 9.386486858524154380e-06
8.310000000000000000e+02 8.134290623156798590e-05 8.234290623156798988e-06
8.320000000000000000e+02 8.301023963337760079e-05 8.401023963337761493e-06
8.330000000000000000e+02 8.727221946170808436e-05 8.827221946170809850e-06
8.340000000000000000e+02 7.956150392602894959e-05 8.056150392602895696e-06
8.350000000000000000e+02 8.030351301495623360e-05 8.130351301495624775e-06
8.360000000000000000e+02 8.580965007120917485e-05 8.680965007120919238e-06
8.370000000000000000e+02 8.249333717307328630e-05 8.349333717307329028e-06
8.380000000000000000e+02 8.070954410741852018e-05 8.170954410741852416e-06
8.390000000000000000e+02 8.251754417883958644e-05 8.351754417883959719e-06
8.400000000000000000e+02 8.283143745472811546e-05 8.383143745472812960e-06
8.410000000000000000e+02 8.301494112774000453e-05 8.401494112774001528e-06
8.420000000000000000e+02 8.046405270238869820e-05 8.146405270238871234e-06
8.430000000000000000e+02 7.475909083413572527e-05 7.575909083413572925e-06
8.440000000000000000e+02 8.371825852736017814e-05 8.471825852736019228e-06
8.450000000000000000e+02 7.231918645126687091e-05 7.331918645126687150e-06
8.460000000000000000e+02 7.965726498749911989e-05 8.065726498749913742e-06
8.470000000000000000e+02 7.095165241723024475e-05 7.195165241723024534e-06
8.480000000000000000e+02 7.269081683534760847e-05 7.369081683534760737e-06
8.490000000000000000e+02 7.470710586014847523e-05 7.570710586014847921e-06
8.500000000000000000e+02 6.695461451107613548e-05 6.795461451107613438e-06
8.510000000000000000e+02 8.122259155634903348e-05 8.222259155634904762e-06
8.520000000000000000e+02 7.792200977350267606e-05 7.892200977350269359e-06
8.530000000000000000e+02 7.053740761981917037e-05 7.153740761981917605e-06
8.540000000000000000e+02 7.960177526458382506e-05 8.060177526458383243e-06
8.550000000000000000e+02 7.281398489297547969e-05 7.381398489297548367e-06
8.560000000000000000e+02 7.716453128163192369e-05 7.816453128163193445e-06
8.570000000000000000e+02 7.229119124437710837e-05 7.329119124437711235e-06
8.580000000000000000e+02 7.374884454644633960e-05 7.474884454644634358e-06
8.590000000000000000e+02 6.929615499252683762e-05 7.029615499252684330e-06
8.600000000000000000e+02 6.837355509851979359e-05 6.937355509851979757e-06
8.610000000000000000e+02 7.657460359069428752e-05 7.757460359069430166e-06
8.620000000000000000e+02 7.090750301735834771e-05 7.190750301735835168e-06
8.630000000000000000e+02 6.986866523606277148e-05 7.086866523606277038e-06
8.640000000000000000e+02 6.563746614908127152e-05 6.663746614908127042e-06
8.650000000000000000e+02 7.157544731865568641e-05 7.257544731865568700e-06
8.660000000000000000e+02 6.442353892206963909e-05 6.542353892206964307e-06
8.670000000000000000e+02 6.401397355266418357e-05 6.501397355266418924e-06
8.680000000000000000e+02 6.476968729658012498e-05 6.576968729658012727e-06
8.690000000000000000e+02 6.333554484395576196e-05 6.433554484395576424e-06
8.700000000000000000e+02 6.410841971685617678e-05 6.510841971685617567e-06
8.710000000000000000e+02 6.541906532768573021e-05 6.641906532768573418e-06
8.720000000000000000e+02 6.730431904331407058e-05 6.830431904331407117e-06
8.730000000000000000e+02 6.808392813150991227e-05 6.908392813150991117e-06
8.740000000000000000e+02 6.522237925673150880e-05 6.622237925673150770e-06
8.750000000000000000e+02 6.319833406488446596e-05 6.419833406488446825e-06
8.760000000000000000e+02 6.772661282471516308e-05 6.872661282471516367e-06
8.770000000000000000e+02 6.638537137323906822e-05 6.738537137323907389e-06
8.780000000000000000e+02 6.084217719487920332e-05 6.184217719487920222e-06
8.790000000000000000e+02 6.151972661281500604e-05 6.251972661281500663e-06
8.800000000000000000e+02 6.241452888685855951e-05 6.341452888685856518e-06
8.810000000000000000e+02 6.266456605057454498e-05 6.366456605057455065e-06
8.820000000000000000e+02 5.992970544888588647e-05 6.092970544888589045e-06
8.830000000000000000e+02 5.949490574819166861e-05 6.049490574819167429e-06
8.840000000000000000e+02 5.539413042227254221e-05 5.639413042227254111e-06
8.850000000000000000e+02 5.865832889392463400e-05 5.965832889392463290e-06
8.860000000000000000e+02 6.521788332543232631e-05 6.621788332543233029e-06
8.870000000000000000e+02 6.797231063040685994e-05 6.897231063040685883e-06
8.880000000000000000e+02 5.748015174269250651e-05 5.848015174269250540e-06
8.890000000000000000e+02 5.799374795831865187e-05 5.899374795831865077e-06
8.900000000000000000e+02 5.914729670252349985e-05 6.014729670252350214e-06
8.910000000000000000e+02 5.662188477069603784e-05 5.762188477069604182e-06
8.920000000000000000e+02 5.780836432829079542e-05 5.880836432829079771e-06
8.930000000000000000e+02 5.364995163260590844e-05 5.464995163260591073e-06
8.940000000000000000e+02 5.717455767956471015e-05 5.817455767956471244e-06
8.950000000000000000e+02 5.358652257644150904e-05 5.458652257644151471e-06
8.960000000000000000e+02 4.980656276683956209e-05 5.080656276683956776e-06
8.970000000000000000e+02 5.923566757913797026e-05 6.023566757913797593e-06
8.980000000000000000e+02 5.387333502171283623e-05 5.487333502171284190e-06
8.990000000000000000e+02 5.853226692393754421e-05 5.953226692393754988e-06
9.000000000000000000e+02 5.009660789932537657e-05 5.109660789932537885e-06
9.010000000000000000e+02 5.240866728422422454e-05 5.340866728422422513e-06
9.020000000000000000e+02 5.160144776293131583e-05 5.260144776293131472e-06
9.030000000000000000e+02 5.429888078390588031e-05 5.529888078390588429e-06
9.040000000000000000e+02 4.798719753104034575e-05 4.898719753104034464e-06
9.050000000000000000e+02 5.014899021695739596e-05 5.114899021695739824e-06
9.060000000000000000e+02 4.774038848964499483e-05 4.874038848964500050e-06
9.070000000000000000e+02 5.119883442627939495e-05 5.219883442627939893e-06
9.080000000000000000e+02 4.708822366286891320e-05 4.808822366286891379e-06
9.090000000000000000e+02 4.870326338219284356e-05 4.970326338219284246e-06
9.100000000000000000e+02 5.143670602130173149e-05 5.243670602130173039e-06
9.110000000000000000e+02 4.874304127089364841e-05 4.974304127089364731e-06
9.120000000000000000e+02 4.529304360501442366e-05 4.629304360501442256e-06
9.130000000000000000e+02 4.353217676122998428e-05 4.453217676122998656e-06
9.140000000000000000e+02 4.426587857613268706e-05 4.526587857613269104e-06
9.150000000000000000e+02 4.798124556743013988e-05 4.898124556743014216e-06
9.160000000000000000e+02 4.349227793828700579e-05 4.449227793828700638e-06
9.170000000000000000e+02 4.821288723321144506e-05 4.921288723321144565e-06
9.180000000000000000e+02 4.812652157332306444e-05 4.912652157332306672e-06
9.190000000000000000e+02 4.384545255286184120e-05 4.484545255286184009e-06
9.200000000000000000e+02 4.326935743594009407e-05 4.426935743594009466e-06
9.210000000000000000e+02 4.360144431650853070e-05 4.460144431650853129e-06
9.220000000000000000e+02 4.230269828943166485e-05 4.330269828943166205e-06
9.230000000000000000e+02 4.576181691814049915e-05 4.676181691814050313e-06
9.240000000000000000e+02 4.275138399032700053e-05 4.375138399032700451e-06
9.250000000000000000e+02 4.079477684365772982e-05 4.179477684365772871e-06
9.260000000000000000e+02 4.056251955551099539e-05 4.156251955551099767e-06
9.270000000000000000e+02 4.076966060584153617e-05 4.176966060584153845e-06
9.280000000000000000e+02 3.901930277604589395e-05 4.001930277604589454e-06
9.290000000000000000e+02 4.140447241795451968e-05 4.240447241795451858e-06
9.300000000000000000e+02 4.087097773578863332e-05 4.187097773578863561e-06
9.310000000000000000e+02 3.698575336874166400e-05 3.798575336874166629e-06
9.320000000000000000e+02 4.132919449230902106e-05 4.232919449230902334e-06
9.330000000000000000e+02 3.850108595935414630e-05 3.950108595935414520e-06
9.340000000000000000e+02 3.753656250169810774e-05 3.853656250169811003e-06
9.350000000000000000e+02 3.531794594239118381e-05 3.631794594239118440e-06
9.360000000000000000e+02 3.553538465254751629e-05 3.653538465254751857e-06
9.370000000000000000e+02 3.392668074877365616e-05 3.492668074877365675e-06
9.380000000000000000e+02 3.505994679996229506e-05 3.605994679996229481e-06
9.390000000000000000e+02 3.535380095442481929e-05 3.635380095442481819e-06
9.400000000000000000e+02 3.577822157408459618e-05 3.677822157408459593e-06
9.410000000000000000e+02 3.735105858423065579e-05 3.835105858423065638e-06
9.420000000000000000e+02 3.773401701146627288e-05 3.873401701146627516e-06
9.430000000000000000e+02 3.460098763966069517e-05 3.560098763966069745e-06
9.440000000000000000e+02 3.686685325305581176e-05 3.786685325305581235e-06
9.450000000000000000e+02 3.474799973114908627e-05 3.574799973114908771e-06
9.460000000000000000e+02 3.391691624038726356e-05 3.491691624038726415e-06
9.470000000000000000e+02 3.348730823089545778e-05 3.448730823089546007e-06
9.480000000000000000e+02 3.216323665644362482e-05 3.316323665644362626e-06
9.490000000000000000e+02 3.255273311122342992e-05 3.355273311122343051e-06
9.500000000000000000e+02 3.418813970765542968e-05 3.518813970765543027e-06
9.510000000000000000e+02 3.333810111598801068e-05 3.433810111598801042e-06
9.520000000000000000e+02 3.258377215032199665e-05 3.358377215032199894e-06
9.530000000000000000e+02 3.124104764028267733e-05 3.224104764028267708e-06
9.540000000000000000e+02 3.449635896942996948e-05 3.549635896942997177e-06
9.550000000000000000e+02 3.314140201026532069e-05 3.414140201026532128e-06
9.560000000000000000e+02 3.426072887094703742e-05 3.526072887094703801e-06
9.570000000000000000e+02 3.295234800708782692e-05 3.395234800708782920e-06
9.580000000000000000e+02 3.284241988273116554e-05 3.384241988273116443e-06
9.590000000000000000e+02 3.071442794885961516e-05 3.171442794885961575e-06
9.600000000000000000e+02 3.123140054043030411e-05 3.223140054043030470e-06
9.610000000000000000e+02 2.770586442653766735e-05 2.870586442653766964e-06
9.620000000000000000e+02 3.130388688077808117e-05 3.230388688077808091e-06
9.630000000000000000e+02 3.074695301353433320e-05 3.174695301353433464e-06
9.640000000000000000e+02 2.919145018100090841e-05 3.019145018100090984e-06
9.650000000000000000e+02 2.981018149525361771e-05 3.081018149525361914e-06
9.660000000000000000e+02 2.689603513051451643e-05 2.789603513051451617e-06
9.670000000000000000e+02 2.981452428074587830e-05 3.081452428074587889e-06
9.680000000000000000e+02 3.041586649095651685e-05 3.141586649095651913e-06
9.690000000000000000e+02 2.966723571671368441e-05 3.066723571671368331e-06
9.700000000000000000e+02 2.857939611058864045e-05 2.957939611058864020e-06
9.710000000000000000e+02 2.824333876689602246e-05 2.924333876689602305e-06
9.720000000000000000e+02 2.781930951709378464e-05 2.881930951709378692e-06
9.730000000000000000e+02 2.933255019907829341e-05 3.033255019907829400e-06
9.740000000000000000e+02 2.831546763382633146e-05 2.931546763382633290e-06
9.750000000000000000e+02 2.862683302592377405e-05 2.962683302592377380e-06
9.760000000000000000e+02 2.975284154076891988e-05 3.075284154076891878e-06
9.770000000000000000e+02 2.690489515183978360e-05 2.790489515183978504e-06
9.780000000000000000e+02 3.173512311077878730e-05 3.273512311077878705e-06
9.790000000000000000e+02 2.768537622665854443e-05 2.868537622665854333e-06
9.800000000000000000e+02 2.961671193083402040e-05 3.061671193083402099e-06
9.810000000000000000e+02 2.859526480124204660e-05 2.959526480124204804e-06
9.820000000000000000e+02 2.809443735056567408e-05 2.909443735056567383e-06
9.830000000000000000e+02 2.887982880213045081e-05 2.987982880213045056e-06
9.840000000000000000e+02 2.771030937608757110e-05 2.871030937608757085e-06
9.850000000000000000e+02 2.908697721881026545e-05 3.008697721881026689e-06
9.860000000000000000e+02 2.560205102102538658e-05 2.660205102102538887e-06
9.870000000000000000e+02 2.857564498456279173e-05 2.957564498456279317e-06
9.880000000000000000e+02 2.941520992587569943e-05 3.041520992587570171e-06
9.890000000000000000e+02 2.818957709697732968e-05 2.918957709697732942e-06
9.900000000000000000e+02 2.939369098885484706e-05 3.039369098885484850e-06
9.910000000000000000e+02 2.947585388747672903e-05 3.047585388747672793e-06
9.920000000000000000e+02 2.753473325481283623e-05 2.853473325481283682e-06
9.930000000000000000e+02 2.652372850134304474e-05 2.752372850134304363e-06
9.940000000000000000e+02 2.721965618114806454e-05 2.821965618114806683e-06
9.950000000000000000e+02 2.770828082833083479e-05 2.870828082833083707e-06
9.960000000000000000e+02 2.821093653358572819e-05 2.921093653358572793e-06
9.970000000000000000e+02 2.630845594412745055e-05 2.730845594412744944e-06
9.980000000000000000e+02 2.706643554823859346e-05 2.806643554823859574e-06
9.990000000000000000e+02 2.619078909493030948e-05 2.719078909493031177e-06
1.000000000000000000e+03 2.719971823134308771e-05 2.819971823134308999e-06
1.001000000000000000e+03 2.877621741005949912e-05 2.977621741005950056e-06
1.002000000000000000e+03 3.108649248227512822e-05 3.208649248227513050e-06
1.003000000000000000e+03 2.917458016778168086e-05 3.017458016778167976e-06
1.004000000000000000e+03 2.666490803359408359e-05 2.766490803359408249e-06
1.005000000000000000e+03 2.979155090625534394e-05 3.079155090625534283e-06
